# board=.../doubleSidedTest2/untitled.bot.etch.tap
# tool size=0.396875
# pass=1
-12.05260,36.07090,-11.94090,36.18260
-11.94090,36.18260,-11.83150,36.25570
-11.83150,36.25570,-11.83150,39.94420
-11.83150,39.94420,-11.94090,40.01730
-11.94090,40.01730,-12.05260,40.12900
-12.05260,40.12900,-12.12570,40.23840
-12.12570,40.23840,-15.81420,40.23840
-15.81420,40.23840,-15.88730,40.12900
-15.88730,40.12900,-15.99900,40.01730
-15.99900,40.01730,-16.10840,39.94420
-16.10840,39.94420,-16.10840,36.25570
-16.10840,36.25570,-15.99900,36.18260
-15.99900,36.18260,-15.88730,36.07090
-15.88730,36.07090,-15.81420,35.96150
-15.81420,35.96150,-12.12570,35.96150
-12.12570,35.96150,-12.05260,36.07090
-12.05260,30.99090,-11.94090,31.10260
-11.94090,31.10260,-11.83150,31.17570
-11.83150,31.17570,-11.83150,34.86420
-11.83150,34.86420,-11.94090,34.93730
-11.94090,34.93730,-12.05260,35.04900
-12.05260,35.04900,-12.12570,35.15840
-12.12570,35.15840,-15.81420,35.15840
-15.81420,35.15840,-15.88730,35.04900
-15.88730,35.04900,-15.99900,34.93730
-15.99900,34.93730,-16.10840,34.86420
-16.10840,34.86420,-16.10840,31.17570
-16.10840,31.17570,-15.99900,31.10260
-15.99900,31.10260,-15.88730,30.99090
-15.88730,30.99090,-15.81420,30.88150
-15.81420,30.88150,-12.12570,30.88150
-12.12570,30.88150,-12.05260,30.99090
-17.02090,40.01730,-17.13260,40.12900
-17.13260,40.12900,-17.20570,40.23840
-17.20570,40.23840,-20.89420,40.23840
-20.89420,40.23840,-20.96730,40.12900
-20.96730,40.12900,-21.07900,40.01730
-21.07900,40.01730,-21.18840,39.94420
-21.18840,39.94420,-21.18840,36.25570
-21.18840,36.25570,-21.07900,36.18260
-21.07900,36.18260,-20.96730,36.07090
-20.96730,36.07090,-20.89420,35.96150
-20.89420,35.96150,-17.20570,35.96150
-17.20570,35.96150,-17.13260,36.07090
-17.13260,36.07090,-17.02090,36.18260
-17.02090,36.18260,-16.91150,36.25570
-16.91150,36.25570,-16.91150,39.94420
-16.91150,39.94420,-17.02090,40.01730
-57.79730,40.12900,-57.90900,40.01730
-57.90900,40.01730,-58.01840,39.94420
-58.01840,39.94420,-58.01840,10.85570
-58.01840,10.85570,-57.90900,10.78260
-57.90900,10.78260,-57.79730,10.67090
-57.79730,10.67090,-57.72420,10.56150
-57.72420,10.56150,-12.12570,10.56150
-12.12570,10.56150,-12.05260,10.67090
-12.05260,10.67090,-11.94090,10.78260
-11.94090,10.78260,-11.83150,10.85570
-11.83150,10.85570,-11.83150,29.78420
-11.83150,29.78420,-11.94090,29.85730
-11.94090,29.85730,-12.05260,29.96900
-12.05260,29.96900,-12.12570,30.07840
-12.12570,30.07840,-15.81420,30.07840
-15.81420,30.07840,-15.88730,29.96900
-15.88730,29.96900,-15.99900,29.85730
-15.99900,29.85730,-16.13020,29.76960
-16.13020,29.76960,-16.27610,29.70920
-16.27610,29.70920,-16.43100,29.67840
-16.43100,29.67840,-16.58890,29.67840
-16.58890,29.67840,-16.74380,29.70920
-16.74380,29.70920,-16.88970,29.76960
-16.88970,29.76960,-17.02090,29.85730
-17.02090,29.85730,-17.13260,29.96900
-17.13260,29.96900,-17.22030,30.10020
-17.22030,30.10020,-17.28070,30.24610
-17.28070,30.24610,-17.31150,30.40100
-17.31150,30.40100,-17.31150,30.55890
-17.31150,30.55890,-17.28070,30.71380
-17.28070,30.71380,-17.22030,30.85970
-17.22030,30.85970,-17.13260,30.99090
-17.13260,30.99090,-17.02090,31.10260
-17.02090,31.10260,-16.91150,31.17570
-16.91150,31.17570,-16.91150,34.86420
-16.91150,34.86420,-17.02090,34.93730
-17.02090,34.93730,-17.13260,35.04900
-17.13260,35.04900,-17.20570,35.15840
-17.20570,35.15840,-20.89420,35.15840
-20.89420,35.15840,-20.96730,35.04900
-20.96730,35.04900,-21.07900,34.93730
-21.07900,34.93730,-21.21020,34.84960
-21.21020,34.84960,-21.35610,34.78920
-21.35610,34.78920,-21.51100,34.75840
-21.51100,34.75840,-21.66890,34.75840
-21.66890,34.75840,-21.82380,34.78920
-21.82380,34.78920,-21.96970,34.84960
-21.96970,34.84960,-22.10090,34.93730
-22.10090,34.93730,-22.21260,35.04900
-22.21260,35.04900,-22.30030,35.18020
-22.30030,35.18020,-22.36070,35.32610
-22.36070,35.32610,-22.39150,35.48100
-22.39150,35.48100,-22.39150,35.63890
-22.39150,35.63890,-22.36070,35.79380
-22.36070,35.79380,-22.30030,35.93970
-22.30030,35.93970,-22.21260,36.07090
-22.21260,36.07090,-22.10090,36.18260
-22.10090,36.18260,-21.99150,36.25570
-21.99150,36.25570,-21.99150,39.94420
-21.99150,39.94420,-22.10090,40.01730
-22.10090,40.01730,-22.21260,40.12900
-22.21260,40.12900,-22.28570,40.23840
-22.28570,40.23840,-57.72420,40.23840
-57.72420,40.23840,-57.79730,40.12900
-72.76460, 4.24520,-72.82520, 4.18460
-72.82520, 4.18460,-72.89930, 4.14180
-72.89930, 4.14180,-72.98210, 4.11960
-72.98210, 4.11960,-73.06780, 4.11960
-73.06780, 4.11960,-73.15060, 4.14180
-73.15060, 4.14180,-73.22470, 4.18460
-73.22470, 4.18460,-73.96960, 4.92960
-73.96960, 4.92960,-73.96960, 4.40210
-73.96960, 4.40210,-73.99180, 4.31930
-73.99180, 4.31930,-74.03460, 4.24520
-74.03460, 4.24520,-74.09520, 4.18460
-74.09520, 4.18460,-74.16930, 4.14180
-74.16930, 4.14180,-74.25210, 4.11960
-74.25210, 4.11960,-74.33780, 4.11960
-74.33780, 4.11960,-74.42060, 4.14180
-74.42060, 4.14180,-74.49470, 4.18460
-74.49470, 4.18460,-74.55530, 4.24520
-74.55530, 4.24520,-74.59810, 4.31930
-74.59810, 4.31930,-74.62030, 4.40210
-74.62030, 4.40210,-74.62030, 5.75780
-74.62030, 5.75780,-74.59810, 5.84060
-74.59810, 5.84060,-74.55530, 5.91470
-74.55530, 5.91470,-74.49470, 5.97530
-74.49470, 5.97530,-74.42060, 6.01810
-74.42060, 6.01810,-74.33780, 6.04030
-74.33780, 6.04030,-74.25210, 6.04030
-74.25210, 6.04030,-74.16930, 6.01810
-74.16930, 6.01810,-74.09520, 5.97530
-74.09520, 5.97530,-74.03460, 5.91470
-74.03460, 5.91470,-73.02490, 4.90500
-73.02490, 4.90500,-72.01530, 5.91470
-72.01530, 5.91470,-71.95470, 5.97530
-71.95470, 5.97530,-71.88060, 6.01810
-71.88060, 6.01810,-71.79780, 6.04030
-71.79780, 6.04030,-71.71210, 6.04030
-71.71210, 6.04030,-71.62930, 6.01810
-71.62930, 6.01810,-71.55520, 5.97530
-71.55520, 5.97530,-71.49460, 5.91470
-71.49460, 5.91470,-71.45180, 5.84060
-71.45180, 5.84060,-71.42960, 5.75780
-71.42960, 5.75780,-71.42960, 4.40210
-71.42960, 4.40210,-71.45180, 4.31930
-71.45180, 4.31930,-71.49460, 4.24520
-71.49460, 4.24520,-71.55520, 4.18460
-71.55520, 4.18460,-71.62930, 4.14180
-71.62930, 4.14180,-71.71210, 4.11960
-71.71210, 4.11960,-71.79780, 4.11960
-71.79780, 4.11960,-71.88060, 4.14180
-71.88060, 4.14180,-71.95470, 4.18460
-71.95470, 4.18460,-72.01530, 4.24520
-72.01530, 4.24520,-72.05810, 4.31930
-72.05810, 4.31930,-72.08030, 4.40210
-72.08030, 4.40210,-72.08030, 4.92960
-72.08030, 4.92960,-72.76460, 4.24520
-59.22150,40.56100,-59.22150,40.71890
-59.22150,40.71890,-59.19070,40.87380
-59.19070,40.87380,-59.13030,41.01970
-59.13030,41.01970,-59.04260,41.15090
-59.04260,41.15090,-58.93090,41.26260
-58.93090,41.26260,-58.79970,41.35030
-58.79970,41.35030,-58.65380,41.41070
-58.65380,41.41070,-58.49890,41.44150
-58.49890,41.44150,-58.34100,41.44150
-58.34100,41.44150,-58.18610,41.41070
-58.18610,41.41070,-58.04020,41.35030
-58.04020,41.35030,-57.90900,41.26260
-57.90900,41.26260,-57.79730,41.15090
-57.79730,41.15090,-57.72420,41.04150
-57.72420,41.04150,-22.28570,41.04150
-22.28570,41.04150,-22.21260,41.15090
-22.21260,41.15090,-22.10090,41.26260
-22.10090,41.26260,-21.96970,41.35030
-21.96970,41.35030,-21.82380,41.41070
-21.82380,41.41070,-21.66890,41.44150
-21.66890,41.44150,-21.51100,41.44150
-21.51100,41.44150,-21.35610,41.41070
-21.35610,41.41070,-21.21020,41.35030
-21.21020,41.35030,-21.07900,41.26260
-21.07900,41.26260,-20.96730,41.15090
-20.96730,41.15090,-20.89420,41.04150
-20.89420,41.04150,-17.20570,41.04150
-17.20570,41.04150,-17.13260,41.15090
-17.13260,41.15090,-17.02090,41.26260
-17.02090,41.26260,-16.88970,41.35030
-16.88970,41.35030,-16.74380,41.41070
-16.74380,41.41070,-16.58890,41.44150
-16.58890,41.44150,-16.43100,41.44150
-16.43100,41.44150,-16.27610,41.41070
-16.27610,41.41070,-16.13020,41.35030
-16.13020,41.35030,-15.99900,41.26260
-15.99900,41.26260,-15.88730,41.15090
-15.88730,41.15090,-15.81420,41.04150
-15.81420,41.04150,-12.12570,41.04150
-12.12570,41.04150,-12.05260,41.15090
-12.05260,41.15090,-11.94090,41.26260
-11.94090,41.26260,-11.80970,41.35030
-11.80970,41.35030,-11.66380,41.41070
-11.66380,41.41070,-11.50890,41.44150
-11.50890,41.44150,-11.35100,41.44150
